"";"Estado";"emp";"sit";"setor";"esp";"dep";"PL";"lucros";"gov_ca";"gov_cf";"gov_aud";"maior_rem";"plr_rva";"qde_empregados";"desp_investimento";"desp_pessoal";"Dividendos";"Subvenção";"Subvenção (anterior)";"Reforço de Capital";"Reforço de Capital (anterior)";"capital";"link";"indicio_dependencia";"Nome_estado";"REGIAO";"gov";"result_NA";"Resultado para o Estado Acionista"
"65";"RJ";"INSTITUTO VITAL BRAZIL SA";"ATIVA";"SAÚDE";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";-509635;-21434454;"SIM";"SIM";"NÃO";203465,8;"Não";511;122163,68;50398431,06;0;113925775;76311248;0;0;16024140,67;NA;"não";"Rio de Janeiro";"Sudeste";FALSE;FALSE;-113925775
"66";"RJ";"COMPANHIA FLUMINENSE DE SECURITIZAÇÃO SA EM LIQUIDAÇÃO ORDINÁRIA";"EM LIQUIDAÇÃO";"FINANCEIRO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";-171620,97;-676;"NÃO";"NÃO";"NÃO";0;"Não";0;0;0;0;0;0;0;0;4729443;NA;"não";"Rio de Janeiro";"Sudeste";FALSE;FALSE;0
"67";"RJ";"Empresa de Pesquisa Agropecuária do Estado do Rio de Janeiro  PesagroRJ";"ATIVA";"PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA";"EMPRESA PÚBLICA";"Dependente";-8065960,02;665580,79;"SIM";"SIM";"NÃO";314316,72;"Não";259;4263251,52;37937465,19;0;0;0;0;0;811974,32;NA;"não";"Rio de Janeiro";"Sudeste";FALSE;FALSE;0
"68";"RJ";"Companhia Estadual de Engenharia de Transportes e Logística  CENTRALRJ";"ATIVA";"TRANSPORTE";"EMPRESA PÚBLICA";"Dependente";578034097,07;-166625813,56;"SIM";"SIM";"SIM";313799,74;"Não";428;0;35139960,84;0;50088949,79;56393151,66;0;0;996251938,23;NA;"não";"Rio de Janeiro";"Sudeste";TRUE;FALSE;-50088949,79
"69";"RJ";"COMPANHIA ESTADUAL DE HABITAÇÃO DO RIO DE JANEIRO";"ATIVA";"HABITAÇÃO E URBANIZAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";112935532,65;-4889621,65;"SIM";"SIM";"NÃO";242941,27;"Não";335;447202294,36;64191046,13;0;551498889,43;143449305,56;0;0;242168282,17;NA;"não";"Rio de Janeiro";"Sudeste";FALSE;FALSE;-551498889,43
"70";"RJ";"IMPRENSA OFICIAL DO ESTADO DO RIO DE JANEIRO";"ATIVA";"COMUNICAÇÃO";"EMPRESA PÚBLICA";"Não Dependente";116659530,6;-29072117,99;"SIM";"SIM";"SIM";25258873,15;"Não";262;730015,2;37444648,89;0;0;0;0;0;99385118,92;NA;"não";"Rio de Janeiro";"Sudeste";TRUE;FALSE;0
"71";"RJ";"COMPANHIA DE ARMAZÉNS E SILOS DO ESTADO DO RIO DE JANEIRO  CASERJ";"ATIVA";"ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";1634498,72;683044,97;"SIM";"SIM";"NÃO";178731,24;"Não";52;0;3434591,64;0;3370727,8;4275940,81;0;0;1520887,26;NA;"não";"Rio de Janeiro";"Sudeste";FALSE;FALSE;-3370727,8
"72";"RJ";"CENTRAIS DE ABASTECIMENTO DO ESTADO DO RIO DE JANEIRO SA  CEASA";"ATIVA";"ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";38741698,81;0;"SIM";"SIM";"NÃO";172435,17;"Não";246;0;23449215,2;0;4476995,07;10446448,12;0;0;33788930,85;NA;"não";"Rio de Janeiro";"Sudeste";FALSE;FALSE;-4476995,07
"73";"RJ";"Companhia de Desenvolvimento Industrial do Estado do Rio de Janeiro  CODIN";"ATIVA";"DESENVOLVIMENTO REGIONAL";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";45042127,02;2545165,89;"SIM";"SIM";"NÃO";7582920,03;"Não";86;37393,05;14299142,47;0;18257030,69;11823965,85;0;0;32114375,34;"https://www.codin.rj.gov.br/_files/ugd/c74752_057e39a3af2345ba875bbdd5a9389a38.pdf?index=true.";"não";"Rio de Janeiro";"Sudeste";FALSE;FALSE;-18257030,69
"74";"RJ";"COMPANHIA DE TRANSPORTES SOBRE TRILHOS RJ";"ATIVA";"TRANSPORTE";"EMPRESA PÚBLICA";"Dependente";249033089,14;-148732027,8;"SIM";"SIM";"SIM";151172,16;"Não";414;0;42267127,01;0;52708889,93;53216000;0;0;5653397155,36;NA;"não";"Rio de Janeiro";"Sudeste";TRUE;FALSE;-52708889,93
"75";"RJ";"Companhia de Turismo do Estado do Rio de Janeiro  TurisRio";"ATIVA";"TURISMO";"EMPRESA PÚBLICA";"Dependente";-431716,31;-272559,03;"SIM";"SIM";"NÃO";132927,55;"Não";64;0;5328326,93;0;0;0;0;0;8561991,97;NA;"não";"Rio de Janeiro";"Sudeste";FALSE;FALSE;0
"76";"RJ";"Empresa de Obras Públicas do Estado do Rio de Janeiro";"ATIVA";"HABITAÇÃO E URBANIZAÇÃO";"EMPRESA PÚBLICA";"Dependente";-272539871,13;-3928908,66;"SIM";"SIM";"NÃO";435440,45;"Não";5447;0;48323076,44;0;0;0;0;0;2478567,69;NA;"não";"Rio de Janeiro";"Sudeste";FALSE;FALSE;0
"77";"RJ";"COMPANHIA DE TRANSPORTES COLETIVOS DO ESTADO DO RIO DE JANEIRO CTCRJ EM LIQUIDAÇÃO";"EM LIQUIDAÇÃO";"TRANSPORTE";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";-5856468,76;-75882429,55;"NÃO";"NÃO";"NÃO";95972,38;"Não";4;0;363509,65;0;424228,59;480323,11;0;0;70025960,79;NA;"não";"Rio de Janeiro";"Sudeste";FALSE;FALSE;-424228,59
"78";"RJ";"Companhia de Desenvolvimento Rodoviário e Terminais do Estado do Rio de Janeiro  CODERTE";"ATIVA";"TRANSPORTE";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";-9207971,07;-9162547,67;"SIM";"SIM";"NÃO";281185,79;"Não";136;0;9917150,69;0;0;0;0;0;16872235,78;NA;"não";"Rio de Janeiro";"Sudeste";FALSE;FALSE;0
"79";"RJ";"Companhia Estadual de Águas e Esgotos  CEDAE";"ATIVA";"SANEAMENTO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";7561476368,76;1081697,3;"SIM";"SIM";"SIM";951944,95;"Sim";3790;379777000;952284442,16;0;0;0;0;0;3035150276,89;"https://cedae.com.br/governancacorporativa";"não";"Rio de Janeiro";"Sudeste";TRUE;FALSE;0
"80";"RS";"Companhia de Processamento de Dados do Estado do RS  PROCERGS";"ATIVA";"INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";128457596,02;64582348,01;"SIM";"SIM";"SIM";536048,3;"Sim";1007;19525025,16;265288701,88;0;0;0;87900000;0;203219287,84;"https://www.procergs.rs.gov.br/carta-de-governanca-corporativa";"não";"Rio Grande do Sul";"Sul";TRUE;FALSE;-87900000
"81";"RS";"Caixa de Administração da Dívida Pública Estadual  CADIP";"ATIVA";"GESTÃO DE ATIVOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";21026000;-153000;"SIM";"SIM";"NÃO";0;"Não";0;0;0;0;0;0;0;0;21026000;"http://www.cadip.rs.gov.br/lista/631/carta-anual-de-governanca-corporativa";"não";"Rio Grande do Sul";"Sul";FALSE;FALSE;0
"82";"RS";"Companhia Riograndense de Mineração  CRM";"ATIVA";"MINERAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";287101584,46;-4802601,58;"SIM";"SIM";"SIM";382515,42;"Não";315;5996105,74;31110249,98;0;0;0;0;0;289465153,33;"https://www.crm.rs.gov.br/upload/arquivos/202203/25101002-carta-anual-de-politicas-publicas-e-governanca-corporativa-2022.pdf";"não";"Rio Grande do Sul";"Sul";TRUE;FALSE;0
"83";"RS";"Companhia Riograndense de Saneamento  CORSAN";"ATIVA";"SANEAMENTO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";3947169000;793819000;"SIM";"SIM";"SIM";917019,87;"Sim";5668;642649727,23;1402157059,05;200537581,87;0;0;0;0;1878540011,03;"https://www.corsan.com.br/carta-anual";"não";"Rio Grande do Sul";"Sul";TRUE;FALSE;200537581,87
"84";"RS";"Banco do Estado do Rio Grande do Sul  BANRISUL";"ATIVA";"FINANCEIRO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";9420127000;714934000;"SIM";"SIM";"SIM";1611494,51;"Sim";8658;727031000;2155779000;178762127,3;0;0;0;0;5,2e+09;"https://ri.banrisul.com.br/governanca-corporativa/carta-anual-de-governanca-corporativa-2/";"não";"Rio Grande do Sul";"Sul";TRUE;FALSE;178762127,3
"85";"RS";"BADESUL Desenvolvimento SA  Agência de FomentoRS";"ATIVA";"FINANCEIRO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";826739255,45;54447056,07;"SIM";"SIM";"SIM";26849,71;"Sim";228;0;37364404,99;0;0;0;0;0;2673478;"https://www.badesul.com.br/transparencia#11";"não";"Rio Grande do Sul";"Sul";TRUE;FALSE;0
"86";"RS";"Centrais de Abastecimento do Rio Grande do Sul  CEASA";"ATIVA";"ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";17975661,86;225342,07;"SIM";"SIM";"SIM";156715,37;"Não";45;0;6190165,8;0;0;0;0;0;20617765,92;NA;"não";"Rio Grande do Sul";"Sul";TRUE;FALSE;0
"87";"RS";"Empresa Gaúcha de Rodovias  EGR";"ATIVA";"TRANSPORTE";"EMPRESA PÚBLICA";"Não Dependente";0;0;"SIM";"SIM";"SIM";0;"Não";0;0;0;0;0;0;0;0;0;NA;"não";"Rio Grande do Sul";"Sul";TRUE;FALSE;0
"88";"RS";"Companhia Estadual de Silos e Armazéns  CESA";"EM LIQUIDAÇÃO";"ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS";"EMPRESA PÚBLICA";"Não Dependente";-432140743,26;24755440,95;"SIM";"NÃO";"NÃO";713129,95;"Não";14;0;9236317,57;0;0;0;62627881,39;41892753,16;193337426,29;NA;"sim";"Rio Grande do Sul";"Sul";FALSE;FALSE;-62627881,39
"89";"RS";"Companhia Estadual de Energia Elétrica Participações  CEEEPar";"ATIVA";"ENERGIA";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";0;0;"NÃO";"SIM";"NÃO";0;"Não";0;0;0;0;0;0;0;0;0;NA;"não";"Rio Grande do Sul";"Sul";FALSE;FALSE;0
"90";"RS";"Banco Regional de Desenvolvilmento do Extremo Sul  BRDE";"ATIVA";"FINANCEIRO";"EMPRESA PÚBLICA";"Não Dependente";3838305000;229699000;"SIM";"SIM";"SIM";741447,19;"Sim";457;5811947;207496738,56;0;0;0;0;216345000;1971507000;"https://www.brde.com.br/wp-content/uploads/2023/04/CARTA-ANUAL-2023.pdf";"não";"Rio Grande do Sul";"Sul";TRUE;FALSE;0
"91";"RS";"PORTOS RS  AUTORIDADE PORTUÁRIA DOS PORTOS DO RIO GRANDE DO SUL SA";"ATIVA";"PORTOS E HIDROVIAS";"EMPRESA PÚBLICA";"Não Dependente";958293728,74;432577,72;"SIM";"SIM";"SIM";234826,66;"Não";566;8,4e+07;8889351,01;0;0;0;0;0;957963888,23;NA;"não";"Rio Grande do Sul";"Sul";TRUE;FALSE;0
"92";"RN";"COMPANHIA DE AGUAS E ESGOTOS DO RIO GRANDE DO NORTE";"ATIVA";"SANEAMENTO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";2576951086,45;12164517,15;"SIM";"SIM";"SIM";845901,47;"Sim";2467;118842445,93;290053200,39;32642745,42;0;0;11987556;0;1408750066,4;"https://caern.com.br/#/carta-de-servicos";"não";"Rio Grande do Norte";"Nordeste";TRUE;FALSE;20655189,42
"93";"RN";"CEHAB  COMPANHIA ESTADUAL DE HABITACAO E DESENVOLVIMENTO URBANO";"ATIVA";"HABITAÇÃO E URBANIZAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";2215474;4291281;"SIM";"SIM";"NÃO";67823,34;"Não";65;0;175057,89;0;0;0;0;0;0;NA;"não";"Rio Grande do Norte";"Nordeste";FALSE;FALSE;0
"94";"RN";"AGENCIA DE FOMENTO DO RIO GRANDE DO NORTE SA";"ATIVA";"FINANCEIRO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";58396470,92;7037379,78;"SIM";"SIM";"NÃO";199086,87;"Não";85;205755,06;9078422,86;1671377,7;0;0;0;0;49142782;"http://www.adcon.rn.gov.br/ACERVO/agn/DOC/DOC000000000288983.PDF";"não";"Rio Grande do Norte";"Nordeste";FALSE;FALSE;1671377,7
"95";"RN";"COMPANHIA POTIGUAR DE GÁS";"ATIVA";"GÁS E DERIVADOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";90224382,22;28571529,49;"SIM";"SIM";"SIM";471909,12;"Sim";64;10858353,92;16851712,65;4405338,02;0;0;0;0;59662136,71;"https://potigas.com.br";"não";"Rio Grande do Norte";"Nordeste";TRUE;FALSE;4405338,02
"96";"RN";"Centrais de Abastecimento do Rio Grande do Norte SA";"ATIVA";"ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";2182171;74752;"SIM";"SIM";"NÃO";204248;"Não";108;0;9316655;0;9571676;7083705;0;0;2165209;"https://www.ceasa.rn.gov.br/storage/uploads/2023/05/2023-05-11%2008:17:47645ccedbe3999.pdf";"não";"Rio Grande do Norte";"Nordeste";FALSE;FALSE;-9571676
"97";"RN";"EMPRESA DE PESQUISA AGROPECUÁRIA DO RN  EMPARN";"ATIVA";"PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA";"EMPRESA PÚBLICA";"Dependente";-5828219,61;1750105,01;"SIM";"SIM";"NÃO";266191,33;"Não";93;0;16181241,54;0;16213092,25;16032418,05;0;0;863889;NA;"não";"Rio Grande do Norte";"Nordeste";FALSE;FALSE;-16213092,25
"98";"RN";"Empresa Gestora de Ativos  EMGERN";"ATIVA";"GESTÃO DE ATIVOS";"EMPRESA PÚBLICA";"Não Dependente";79059,83;0;"SIM";"SIM";"NÃO";182806,57;"Não";32;0;1921945,89;0;0;0;0;0;1e+05;NA;"não";"Rio Grande do Norte";"Nordeste";FALSE;FALSE;0
"99";"RN";"COMPANHIA DE PROCESSAMENTO DE DADOS DO RN  DATANORTE";"ATIVA";"HABITAÇÃO E URBANIZAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";224224200;-833529;"SIM";"SIM";"NÃO";184126,8;"Não";61;0;4003602;0;3129128;2834416;0;0;1954853;NA;"não";"Rio Grande do Norte";"Nordeste";FALSE;FALSE;-3129128
"100";"RN";"EMPRESA POTIGUAR DE PROMOÇÃO TURÍSTICA SA";"ATIVA";"TURISMO";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";841546,75;-989658,95;"SIM";"SIM";"SIM";139828,41;"Não";78;905207,4;4722878,91;0;11111261,05;11111261,05;0;0;3800000;NA;"não";"Rio Grande do Norte";"Nordeste";TRUE;FALSE;-11111261,05
"101";"PI";"AGUAS E ESGOTOS DO PIAUÍ SA";"ATIVA";"SANEAMENTO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";-977006766,67;-127129167,2;"SIM";"SIM";"SIM";57312,01;"Não";974;26885297,02;142077688,92;0;107361110;17993666;34408805;34408805;621910776;"https://www.agespisa.com.br/site/pages/public/governanca.jsf";"sim";"Piauí";"Nordeste";TRUE;FALSE;-141769915
"102";"PI";"AGÊNCIA DE FOMENTO E DESENVOLVIMENTO DO ESTADO DO PIAUÍ SA";"ATIVA";"FINANCEIRO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";59832891,09;-1214562,54;"SIM";"SIM";"SIM";253184;"Não";33;56426151,67;2245038,53;0;0;0;2,4e+07;5001000;69800000;"https://portal.pi.gov.br/fomento/carta-anual-de-governanca/#123-124-2023-1679469123";"não";"Piauí";"Nordeste";TRUE;FALSE;-2,4e+07
"103";"PI";"COMPANHIA DE TERMINAIS ALFANDEGADOS DO PIAUI  PORTOPI";"ATIVA";"PORTOS E HIDROVIAS";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";1413852,61;-878033,87;"SIM";"SIM";"SIM";108000;"Não";16;370910,12;859941,95;0;1917289,87;1500000;0;0;-134544,18;"http://www.ciaporto.pi.gov.br/index.php";"não";"Piauí";"Nordeste";TRUE;FALSE;-1917289,87
"104";"PI";"EMPRESA DE GESTÃO DE RECURSOS DO ESTADO DO PIAUÍ SA";"ATIVA";"GESTÃO DE ATIVOS";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";66110506,67;-971034,8;"SIM";"SIM";"NÃO";510290,81;"Não";841;0;76056406,42;0;103229895,55;105142762,17;0;0;125885754,92;"http://www.emgerpi.pi.gov.br/rel_gestao.php";"não";"Piauí";"Nordeste";FALSE;FALSE;-103229895,55
"105";"PI";"COMPANHIA DE GÁS DO PIAUÍ";"ATIVA";"GÁS E DERIVADOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";43474,06;-774288,67;"SIM";"SIM";"NÃO";80000;"Não";13;9120;523786,99;0;0;0;0;0;4065087;"NÃO POSSUI";"não";"Piauí";"Nordeste";FALSE;FALSE;0
"106";"PI";"CIA METROPOLITANA DE TRANSPORTES PUBLICOS";"ATIVA";"TRANSPORTE";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";661402,46;3376078,53;"SIM";"SIM";"NÃO";190060;"Não";71;5552915,72;5293690,71;0;12903384,61;6810000;0;0;0;"NÃO POSSUI";"não";"Piauí";"Nordeste";FALSE;FALSE;-12903384,61
"107";"PI";"AGÊNCIA DE ATRAÇÃO DE INVESTIMENTO ESTRATÉGICOS DO PIAUÍ  INVESTE PIAU";"ATIVA";"DESENVOLVIMENTO REGIONAL";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";319270,61;-4423271,71;"SIM";"SIM";"SIM";64500;"Não";19;221758,8;2557788,27;0;0;0;3742042,32;0;1000500;"NÃO POSSUI";"não";"Piauí";"Nordeste";TRUE;FALSE;-3742042,32
"108";"PI";"COMPANHIA ADMINISTRADORA DA ZONA DE PROCESSAMENTO DE EXPORTAÇÃO DE PARNAÍBAPI SA";"ATIVA";"DESENVOLVIMENTO REGIONAL";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";11459200,03;-14847790,5;"SIM";"SIM";"NÃO";182000;"Não";46;4678197;2956758,66;0;0;0;17555033,36;4161529,72;34947188;"NÃO POSSUI";"não";"Piauí";"Nordeste";FALSE;FALSE;-17555033,36
"109";"PE";"AGENCIA DE DESENVOLVIMENTO ECONOMICO DE PERNAMBUCO SA  ADEPE";"ATIVA";"DESENVOLVIMENTO REGIONAL";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";177489200;8586800;"SIM";"SIM";"SIM";175281,71;"Sim";337;0;36239775,54;0;0;0;0;0;35862477;"https://www.adepe.pe.gov.br/wp-content/uploads/2023/04/Carta_Anual_de_Politicas_Publicas_e_Governanca_Corporativa_2023_VF_compressed.pdf";"não";"Pernambuco";"Nordeste";TRUE;FALSE;0
"110";"PE";"AGENCIA DE FOMENTO DO ESTADO DE PERNAMBUCO SA  AGE";"ATIVA";"FINANCEIRO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";69856547,32;-5178056,07;"SIM";"SIM";"NÃO";190666,67;"Não";81;0;7438575,53;0;0;0;19400000;6500000;97710010;"http://www.age.pe.gov.br/_files/ugd/84c025_dc4c18a8b7f4457c8ee210acea6b7dc7.pdf";"não";"Pernambuco";"Nordeste";FALSE;FALSE;-19400000
"111";"PE";"COMPANHIA ESTADUAL DE HABITAÇÃO E OBRAS  CEHAB";"ATIVA";"HABITAÇÃO E URBANIZAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";42267191;595012;"SIM";"SIM";"NÃO";131134,16;"Não";235;404831511,02;9741457,95;0;424618864,78;64291472,35;0;0;472970;"http://www.cehab.pe.gov.br";"não";"Pernambuco";"Nordeste";FALSE;FALSE;-424618864,78
"112";"PE";"COMPANHIA EDITORA DE PERNAMBUCO  CEPE";"ATIVA";"COMUNICAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";43412474;-11086071;"SIM";"SIM";"NÃO";223511,04;"Não";451;672180,66;15045752;0;0;0;0;0;66570000;"https://www.cepe.com.br/governanca-corporativa";"não";"Pernambuco";"Nordeste";FALSE;FALSE;0
"113";"PE";"COMPANHIA PERNAMBUCANA DE SANEAMENTO  COMPESA";"ATIVA";"SANEAMENTO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";7638533083,28;69655746,87;"SIM";"SIM";"SIM";621410,7;"Não";6636;974028689,19;629703311,67;0;0;0;445929648,49;328395666,13;6979103387,38;"https://servicos.compesa.com.br/wp-content/uploads/2022/05/Carta-Anual-de-Politicas-Publicas-e-Governanca-Corporativa_2022.pdf";"não";"Pernambuco";"Nordeste";TRUE;FALSE;-445929648,49
"114";"PE";"COMPANHIA PERNAMBUCANA DE GÁS  COPERGÁS";"ATIVA";"GÁS E DERIVADOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";477089174;86668283;"SIM";"SIM";"SIM";560246,96;"Sim";189;79729918;42132971;7580430;0;0;0;0;234272769;"https://www.copergas.com.br";"não";"Pernambuco";"Nordeste";TRUE;FALSE;7580430
"115";"PE";"CONSORCIO DE TRANSPORTES DA REGIAO METROPOLITANA DO RECIFE  CTM";"ATIVA";"TRANSPORTE";"EMPRESA PÚBLICA";"Dependente";-230247450;-54176867,1;"SIM";"SIM";"NÃO";333602,45;"Não";690;1224936;191522392;0;479778494,78;377998493,14;0;0;575700;"https://www.granderecife.pe.gov.br/wp-content/uploads/2022/05/Carta-Anual.2022.pdf";"não";"Pernambuco";"Nordeste";FALSE;FALSE;-479778494,78
"116";"PE";"EMPRESA DE TURISMO DE PERNAMBUCO GOVERNADOR EDUARDO CAMPOS  EMPETUR";"ATIVA";"TURISMO";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";231385945;-11670425;"SIM";"SIM";"NÃO";378124,92;"Não";430;2798157,96;29659793,03;0;113754701,8;62645295,63;0;0;72065680,99;"https://www.empetur.pe.gov.br/images/transparencia/governanca_corporativa/carta-anual-de-politicas-publicas/Carta_Anual_Versao_Final_2023.pdf";"não";"Pernambuco";"Nordeste";FALSE;FALSE;-113754701,8
"117";"PE";"EMPRESA PERNAMBUCO DE COMUNICAÇÃO SA  EPC";"ATIVA";"COMUNICAÇÃO";"EMPRESA PÚBLICA";"Dependente";5265116;-370289;"SIM";"SIM";"NÃO";141671,87;"Não";72;970130;4902442,03;0;5273241;3120616,56;0;0;3488600;"https://portalepc.com.br/wp-content/uploads/2022/04/Carta-Anual-de-Pol%C3%ADticas-P%C3%BAblicas-e-Governan%C3%A7a-Corporativa-2021.pdf";"não";"Pernambuco";"Nordeste";FALSE;FALSE;-5273241
"118";"PE";"EMPRESA PERNAMBUCANA DE TRANSPORTE COLETIVO INTERMUNICIPAL  EPTI";"ATIVA";"TRANSPORTE";"EMPRESA PÚBLICA";"Dependente";8457174;3439439;"SIM";"SIM";"NÃO";150297;"Não";59;1118534;3729169;0;15978160;2094362;0;0;0;"https://www.epti.pe.gov.br/wp-content/uploads/2023/04/CARTA-ANUAL-2022.pdf";"não";"Pernambuco";"Nordeste";FALSE;FALSE;-15978160
"119";"PE";"INSTITUTO AGRONÔMICO DE PERNAMBUCO  IPA";"ATIVA";"PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA";"EMPRESA PÚBLICA";"Dependente";39110213;6902496;"SIM";"SIM";"NÃO";181590;"Não";1134;11990079;87308866;0;139635060;105281371;0;0;25601618;"https://site.ipa.br/transparencia/";"não";"Pernambuco";"Nordeste";FALSE;FALSE;-139635060
"120";"PE";"LABORATÓRIO FARMACÊUTICO DO ESTADO DE PE GOV MIGUEL ARRAES SA  LAFEPE";"ATIVA";"SAÚDE";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";221250793,82;44389043,88;"SIM";"SIM";"SIM";314339,49;"Sim";672;7382791;49803634,07;3e+07;0;0;0;0;87989242;"https://www.lafepe.pe.gov.br/wp-content/uploads/2023/04/CARTA-ANUAL-DE-POLITICAS-PUBLICAS-E-GOVERNANCA-CORPORATIVA-EXERCICIO-2022.pdf";"não";"Pernambuco";"Nordeste";TRUE;FALSE;3e+07
"121";"PE";"PERNAMBUCO PARTICIPAÇÕES E INVESTIMENTOS SA  PERPART";"ATIVA";"GESTÃO DE ATIVOS";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";-190704582,94;92468579,09;"SIM";"SIM";"NÃO";211480,89;"Não";283;1841,88;84728157,94;0;108124076,62;94112676,55;3627023,03;4486929,69;439400256,07;"https://www.perpart.pe.gov.br/wp-content/uploads/2023/05/Carta-Anual.pdf";"não";"Pernambuco";"Nordeste";FALSE;FALSE;-111751099,65
"122";"PE";"PORTO DO RECIFE SA";"ATIVA";"PORTOS E HIDROVIAS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";556183;-19834636;"SIM";"SIM";"NÃO";272669,96;"Não";198;8744115,62;18380871;0;0;0;11220000;4500000;205862946;"https://www.portodorecife.pe.gov.br/images/galeria/paginas/zljb-2021__carta_anual_de_politicas_publicas_e_governanca_corpotativa.pdf";"não";"Pernambuco";"Nordeste";FALSE;FALSE;-11220000
"123";"PE";"SUAPE  COMPLEXO INDUSTRIAL PORTUARIO GOVERNADOR ERALDO GUEIROS";"ATIVA";"PORTOS E HIDROVIAS";"EMPRESA PÚBLICA";"Não Dependente";3697044865,05;75046240,29;"SIM";"SIM";"SIM";421979,86;"Sim";690;350632862,58;81278778,87;0;0;0;381473211,02;2531704,05;1964551500,44;"https://www.suape.pe.gov.br/images/institucional/lei-13303/CARTA_ANUAL_2023_-_Oficial_1.pdf";"não";"Pernambuco";"Nordeste";TRUE;FALSE;-381473211,02
"124";"PA";"BANCO DO ESTADO DO PARÁ";"ATIVA";"FINANCEIRO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";1699347543,7;129830277,47;"SIM";"SIM";"SIM";344679,64;"Sim";3823;37136552,91;408562787,67;98697668,53;0;0;0;0;1472778726,04;"http://ri.banpara.b.br";"não";"Pará";"Norte";TRUE;FALSE;98697668,53
"125";"PA";"COMP ADM DA ZONA DE PROCESSAMNETO DE EXP DE BARCARENA";"ATIVA";"DESENVOLVIMENTO REGIONAL";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";24754048,87;92136,17;"SIM";"SIM";"NÃO";0;"Não";0;0;0;0;0;0;0;0;28487875;NA;"não";"Pará";"Norte";FALSE;FALSE;0
"126";"PA";"COMP DE DESENVOLVIMENTO ECONÔMICO DO PARÁ";"ATIVA";"DESENVOLVIMENTO REGIONAL";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";61315993,9;2036923,37;"SIM";"SIM";"NÃO";257562,16;"Não";62;897258,04;4501350,02;0;4563146,18;4868813,61;0;0;22565720,65;NA;"não";"Pará";"Norte";FALSE;FALSE;-4563146,18
