Nome_estado,setor,emp,dep,sit,capital,desp_investimento,lucros,link,indicio_dependencia,tipo_indicio
Alagoas,GESTÃO DE ATIVOS,ALAGOAS ATIVOS S/A,Não Dependente,ATIVA,0,0,-11105313.64,https://www.alagoasativos.com.br/governanca/politicas/,NÃO,NA
Alagoas,COMUNICAÇÃO,COMPANHIA DE EDIÇÃO IMPRESSÃO E PUBLICAÇÃO DE ALAGOAS - CEPAL,Não Dependente,ATIVA,10083000,503345,140824.27,nan,NÃO,NA
Alagoas,GÁS E DERIVADOS,GÁS DE ALAGOAS S/A - ALGÁS,Não Dependente,ATIVA,11382382.93,11601179.29,29327009.27,https://algas.com.br/servicos/,NÃO,NA
Alagoas,FINANCEIRO,BANCO DO ESTADO DE ALAGOAS S/A - PRODUBAN,Não Dependente,EM LIQUIDAÇÃO,499811100,0,-4953680.73,nan,NÃO,NA
Alagoas,SANEAMENTO,COMPANHIA DE SANEAMENTO DE ALAGOAS - CASAL,Não Dependente,ATIVA,347248954.06,17139560.53,23436497.55,https://www.casal.al.gov.br/tipo-de-arquivo/carta-anual/,NÃO,NA
Amazonas,FINANCEIRO,Agência de Fomento do Estado do Amazonas S.A. - AFEAM,Não Dependente,ATIVA,98065592,184600836.77,1171046.9,WWW.AFEAM.AM.GOV.BR,NÃO,NA
Amazonas,DESENVOLVIMENTO REGIONAL,Companhia de Desenvolvimento do Estado do Amazonas - CIAMA,Não Dependente,ATIVA,326979280.28,1138586.34,-1568510.74,WWW.CIAMA.AM.GOV.BR,SIM,subvenções
Amazonas,GESTÃO DE ATIVOS,Companhia Amazonense de Desenvolvimento e Mobilização de Ativos - CADA,Não Dependente,ATIVA,3500000,105860.65,-4107506.08,WWW.CADA.AM.GOV.BR,NÃO,NA
Amazonas,GÁS E DERIVADOS,Companhia de Gás do Amazonas,Não Dependente,ATIVA,28657424.9,30381439.81,118768534.82,WWW.CIGAS-AM.COM.BR,NÃO,NA
Amazonas,INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO,PRODAM Processamento de Dados Amazonas S.A.,Não Dependente,ATIVA,45144417,344352.31,7851221,WWW.PRODAM.AM.GOV.BR,NÃO,NA
Amapá,GÁS E DERIVADOS,Companhia de Gás do Amapá - GASAP,Não Dependente,ATIVA,100,0,-196357.92,nan,NÃO,NA
Amapá,ENERGIA,Companhia de Eletricidade do Amapá - CEA,Não Dependente,ATIVA,1117875640.18,0,138193922.9,www.cea.amapa.gov.br/,NÃO,NA
Amapá,FINANCEIRO,Agência de Fomento do Amapá - AFAP,Não Dependente,ATIVA,34455740.38,0,-16357954.4,www.afap.ap.gov.br/,NÃO,NA
Bahia,GÁS E DERIVADOS,Companhia de Gás da Bahia - Bahiagás,Não Dependente,ATIVA,484515767.42,74152611.78,117189059.6,nan,NÃO,NA
Bahia,GESTÃO DE ATIVOS,BAHIAINVESTE - EMPRESA BAIANA DE ATIVOS S.A.,Não Dependente,ATIVA,11530000,8020000,-3851497,http://www.bahiainveste.ba.gov.br/accountability,NÃO,NA
Bahia,SANEAMENTO,EMPRESA BAIANA DE AGUAS E SANEAMENTO DA BAHIA - EMBASA,Não Dependente,ATIVA,4846641888.14,922129868.63,386266634.58,https://www.embasa.ba.gov.br/index.php/institucional/a-embasa/governanca/carta-anual-de-governanca-corporativa,NÃO,NA
Bahia,FINANCEIRO,Desenbahia - Agência de Fomento do Estado da Bahia S/A,Não Dependente,ATIVA,569460619.72,0,40532779.14,https://www.desenbahia.ba.gov.br/wp-content/uploads/2022/04/carta-anual-de-politicas-publicas.pdf,NÃO,NA
Bahia,COMUNICAÇÃO,Empresa Gráfica da Bahia - EGBA,Não Dependente,ATIVA,44726528,0,1196270,nan,NÃO,NA
Bahia,INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO,COMPANHIA DE PROCESSAMENTO DE DADOS DO ESTADO DA BAHIA - PRODEB,Não Dependente,ATIVA,99605874,4499672.79,15265078.08,prodeb.ba.gov.br,NÃO,NA
Bahia,HABITAÇÃO E URBANIZAÇÃO,Habitação e Urbanização da Bahia S/A - URBIS,Não Dependente,EM LIQUIDAÇÃO,334986353,0,-12120900.82,nan,NÃO,NA
Ceará,SANEAMENTO,Companhia de Gestão dos Recursos Hídricos - COGERH,Não Dependente,ATIVA,147615502,13076996.18,7809286,https://portal.cogerh.com.br/wp-content/uploads/2017/12/CARTA-ANUAL-2020-2021.pdf,NÃO,NA
Ceará,GÁS E DERIVADOS,Companhia de Gás do Ceará - CEGÁS,Não Dependente,ATIVA,161299537.43,31381287.24,124674885.44,https://www.cegas.com.br/carta-anual-de-politicas-publicas-e-governanca-corporativa/,NÃO,NA
Ceará,PORTOS E HIDROVIAS,Companhia de Desenvolvimento do Complexo Industrial e Portuário do Pecém - CIPP S/A,Não Dependente,ATIVA,1069658066.19,32165000,68478710.32,https://www.complexodopecem.com.br/wp-content/uploads/2021/10/Carta-Anual-2020.pdf,NÃO,NA
Ceará,TRANSPORTE,Companhia Cearense de Transportes Metropolitanos - METROFOR,Não Dependente,ATIVA,2323653000,15661639.27,-195359443.28,https://www.metrofor.ce.gov.br/projeto/relatorios-ano-2021/,NÃO,NA
Ceará,SANEAMENTO,Companhia de Água e Esgoto do Ceará - CAGECE,Não Dependente,ATIVA,2121545597.15,351320964.11,155815062.2,nan,NÃO,NA
Ceará,ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS,Centrais de Abastecimento do Ceará S/A - CEASA,Não Dependente,ATIVA,818302,0,-299332.91,nan,NÃO,NA
Ceará,DESENVOLVIMENTO REGIONAL,Agência de Desenvilvimento do Estado do Ceará S/A - ADECE,Não Dependente,ATIVA,123036251,42433752,14358236,nan,NÃO,NA
Ceará,GESTÃO DE ATIVOS,Companhia de Participação de Ativos do Ceará - CEARAPAR,Não Dependente,ATIVA,3000000,16876.83,173268,nan,NÃO,NA
Distrito Federal,FINANCEIRO,Banco Regional de Brasília - BRB,Não Dependente,ATIVA,1466322286.77,180509997,607712381.27,nan,NÃO,NA
Distrito Federal,OUTROS,Parque Tecnológico de Brasília - BIOTIC,Não Dependente,ATIVA,5804654,30780,-413560,nan,NÃO,NA
Distrito Federal,FINANCEIRO,Cartão BRB,Não Dependente,ATIVA,506560000,98163443,588686555.21,https://www.brbcard.com.br/Portal/Home/Sic,NÃO,NA
Distrito Federal,OUTROS,Instituto BRB de Desenvolvimento Humano e Responsabilidade Socioambiental,Não Dependente,ATIVA,0,13932332.88,6328355.37,nan,NÃO,NA
Distrito Federal,OUTROS,BRB Administradora e Corretora de Seguros,Não Dependente,ATIVA,47178000,0,417092810.91,nan,NÃO,NA
Distrito Federal,FINANCEIRO,BRB Crédito. Financiamento e Investimento,Não Dependente,ATIVA,150000000,0,57166769.21,nan,NÃO,NA
Distrito Federal,FINANCEIRO,BRB DTVM - Distribuidora de Títulos e Valores Mobiliários,Não Dependente,ATIVA,40000000,0,3248886.64,nan,NÃO,NA
Distrito Federal,ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS,Centrais de Abastecimento do Distrito Federal - CEASA,Não Dependente,ATIVA,32197985,0,1970949.55,https://www.ceasa.df.gov.br/wp-content/uploads/2019/09/Carta-Anual-2021.pdf,NÃO,NA
Distrito Federal,SANEAMENTO,Companhia de Saneamento Ambiental do Distrito Federal - CAESB,Não Dependente,ATIVA,1537314981,166816624.76,133095679.99,https://www.caesb.df.gov.br/images/arquivos_pdf/Carta_Anual/carta-anual-2021.pdf,NÃO,NA
Distrito Federal,ENERGIA,Companhia Energética de Brasília - CEB,Não Dependente,ATIVA,566025355.62,40485.22,432619022.38,http://www.ceb.com.br/index.php/institucional-ceb-separator/companhia-energetica-de-brasilia-ceb,NÃO,NA
Distrito Federal,GÁS E DERIVADOS,Companhia Brasiliense de Gás - CEBGAS,Não Dependente,ATIVA,6821000,0,-69311.34,nan,NÃO,NA
Distrito Federal,ENERGIA,CEB Geração,Não Dependente,ATIVA,7575212.61,457954.34,4092441.63,htttp://www.ceb.com.br/index.php/institucional-ceb-separator/ceb-geracao-s-a,NÃO,NA
Distrito Federal,ENERGIA,CEB Iluminação Pública e Serviços,Não Dependente,ATIVA,175649739.61,526281.83,-5765916.74,nan,NÃO,NA
Distrito Federal,ENERGIA,CEB Lajeado,Não Dependente,ATIVA,112283997.86,255480.96,75753101.16,nan,NÃO,NA
Distrito Federal,ENERGIA,CEB Participações,Não Dependente,ATIVA,21270414.68,1373901.01,16198438.32,http://www.ceb.com.br/index.php/institucional-ceb-separator/companhia-energetica-de-brasilia-ceb,NÃO,NA
Distrito Federal,GESTÃO DE ATIVOS,DF Gestão de Ativos,Não Dependente,ATIVA,0,0,-354229,nan,NÃO,NA
Distrito Federal,OUTROS,Florestamento e Reflorestamento - PROFLORA,Não Dependente,EM LIQUIDAÇÃO,3838.27,0,-1448467.2,nan,NÃO,NA
Distrito Federal,DESENVOLVIMENTO REGIONAL,Companhia Imobiliária de Brasília - Terracap,Não Dependente,ATIVA,1848848613.47,110254557.38,1741509742.08,https://www.terracap.df.gov. br/index.php/acessoinformacao/normas-manuaise-politicas,NÃO,NA
Espiríto Santo,FINANCEIRO,Banestes- Banco do Estado do Espírito Santo,Não Dependente,ATIVA,1477920000,64733000,250590000,https://www.banestes.com.br/ri/ri_governanca.html,NÃO,NA
Espiríto Santo,FINANCEIRO,BANDES Banco de Desenvolvimento do Espírito Santo,Não Dependente,ATIVA,439371000,3232621,50136000,https://www.bandes.com.br/Site/Dinamico/Show/69/Governanca-Corporativa,NÃO,NA
Espiríto Santo,SANEAMENTO,Cesan - Companhia Espirito Santense de Saneamento,Não Dependente,ATIVA,2477098526.48,371384000,177153000,https://www.cesan.com.br/governanca-corporativa,NÃO,NA
Espiríto Santo,TRANSPORTE,Ceturb - Companhia Estadual de Transportes Coletivos de Passageiros do Espirito Santo,Não Dependente,ATIVA,93473015.36,452974.25,-4714996.33,https://ceturb.es.gov.br/missao-visao-e-valores,SIM,subvenções
Espiríto Santo,GÁS E DERIVADOS,ES GÁS - Companhia de Gás do Espirito Santo,Não Dependente,ATIVA,254332619,14760000,98142450.31,https://esgas.com.br/governanca-corporativa,NÃO,NA
Goiás,GÁS E DERIVADOS,Agência Goiana de Gás Canalizado S/A - GOIASGÁS,Não Dependente,ATIVA,0,34028.13,-713220.06,http://www.goiasgas.com.br,NÃO,NA
Goiás,ENERGIA,CELG Geração e Transmissão S/A - CELG G T (Torna-se subsidiária da CELGPAR),Não Dependente,ATIVA,0,0,0,http://celgpar.celggt.com,NÃO,NA
Goiás,ENERGIA,Companhia Celg de Participações - CELGPAR,Não Dependente,ATIVA,0,0,169818826.99,http://celgpar.celggt.com,NÃO,NA
Goiás,FINANCEIRO,Agência de Fomento de Goiás S/A - GOIASFOMENTO,Não Dependente,ATIVA,186069209.48,0,342321.15,http://www.goiasfomento.com,NÃO,NA
Goiás,FINANCEIRO,Caixa Econômica do Estado de Goiás - CAIXEGO,Não Dependente,EM LIQUIDAÇÃO,0,0,0,http://www.goiasfomento.com,NÃO,NA
Goiás,ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS,Centrais de Abastecimento de Goiás S/A - CEASA/GO,Não Dependente,ATIVA,19435689.84,541517.88,607723.8,https://www.ceasa.go.gov.br,NÃO,NA
Goiás,DESENVOLVIMENTO REGIONAL,Companhia de Desenvolvimento Econômico de Goiás - CODEGO,Não Dependente,ATIVA,410151333,0,11782739.28,http://www.goiasindustrial.com.br,NÃO,NA
Goiás,SANEAMENTO,Saneamento de Goiás S/A - SANEAGO,Não Dependente,ATIVA,2515546000,223779,352456,https://www.saneago.com.br,NÃO,NA
Goiás,DESENVOLVIMENTO REGIONAL,Companhia de Investimento e Parcerias do Estado de Goiás - GOIASPARCERIAS,Não Dependente,ATIVA,347607531.65,0,1026384.77,https://www.goiasparcerias.go.gov.br,NÃO,NA
Maranhão,PORTOS E HIDROVIAS,Empresa Maranhense de Administração Portuária (EMAP),Não Dependente,ATIVA,370668392,48089927,109940936,https://www.portodoitaqui.com/emap/carta-anual,NÃO,NA
Maranhão,SANEAMENTO,Companhia de Saneamento Ambiental do Maranhão (CAEMA),Não Dependente,ATIVA,2249482402,39660257,-16280230,https://www.caema.ma.gov.br/index.php/a-caema/governanca/carta-anual,SIM,subvenções
Maranhão,GÁS E DERIVADOS,Companhia Maranhense de Gás (GASMAR),Não Dependente,ATIVA,7920000,407995.86,34564883.36,https://www.gasmar.com.br/colaborador/TRANSPAR%C3%8ANCIA/8.Relat%C3%B3rio%20de%20Administra%C3%A7%C3%A3o%20GASMAR%202021.pdf,NÃO,NA
Mato Grosso,FINANCEIRO,AGÊNCIA DE FOMENTO DO ESTADO DE MATO GROSSO S A - DESENVOLVE - MT,Não Dependente,ATIVA,131560547.88,0,921044,nan,NÃO,NA
Mato Grosso do Sul,SANEAMENTO,EMPRESA DE SANEAMENTO DE MATO GROSSO DO SUL S.A - SANESUL,Não Dependente,ATIVA,709744906.2,117818660.21,96442685.7,nan,NÃO,NA
Mato Grosso do Sul,ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS,CENTRAIS DE ABASTECIMENTO DE MATO GROSSO DO SUL S/A - CEASA/MS,Não Dependente,ATIVA,0,145260.4,256268.5,nan,NÃO,NA
Mato Grosso do Sul,OUTROS,LOTESUL - LOTERIAL ESTADUAL DE MS,Não Dependente,ATIVA,0,0,0,nan,NÃO,NA
Mato Grosso do Sul,GÁS E DERIVADOS,COMPANHIA DE GAS DO ESTADO DE MATO GROSSO DO SUL,Não Dependente,ATIVA,24520800,22424735.51,52258377.5,nan,NÃO,NA
Minas Gerais,FINANCEIRO,BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A. - BDMG,Não Dependente,ATIVA,1908303319.98,8898087.4,231176845.08,https://www.bdmg.mg.gov.br/wp-content/uploads/2022/05/Carta-Anual-Politicas-Publicas-e-Gov.-Corporativa-BDMG_2021.pdf,NÃO,NA
Minas Gerais,ENERGIA,COMPANHIA ENERGÉTICA DE MINAS GERAIS - CEMIG (*),Não Dependente,ATIVA,1442493875,2123000000,3752868376.04,https://www.cemig.com.br/wp-content/uploads/2021/07/Cemig-Carta-Anual-Politicas-Publicas-e-Governanca-2021.pdf,NÃO,NA
Minas Gerais,ENERGIA,CEMIG DISTRIBUIÇÃO S.A. - CEMIG D,Não Dependente,ATIVA,0,1646000000,1700541453.53,https://www.cemig.com.br/wp-content/uploads/2021/07/Cemig-Carta-Anual-Politicas-Publicas-e-Governanca-2021.pdf,NÃO,NA
Minas Gerais,ENERGIA,CEMIG GERAÇÃO E TRANSMISSÃO S.A. - CEMIG GT,Não Dependente,ATIVA,0,410000000,871433235.4,https://www.cemig.com.br/wp-content/uploads/2021/07/Cemig-Carta-Anual-Politicas-Publicas-e-Governanca-2021.pdf,NÃO,NA
Minas Gerais,GÁS E DERIVADOS,COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG,Não Dependente,ATIVA,0,54244119.5,360744535.96,https://www.rad.cvm.gov.br/ENET/frmExibirArquivoIPEExterno.aspx?NumeroProtocoloEntrega=956512,NÃO,NA
Minas Gerais,DESENVOLVIMENTO REGIONAL,COMPANHIA DE DESENVOLVIMENTO DE MINAS GERAIS - CODEMGE,Não Dependente,ATIVA,751085858.98,31545527.17,1060295244.15,http://www.codemge.com.br/a-codemge/governanca/,NÃO,NA
Minas Gerais,DESENVOLVIMENTO REGIONAL,COMPANHIA DE DESENVOLVIMENTO ECONÔMICO DE MINAS GERAIS - CODEMIG,Não Dependente,ATIVA,5028066.57,0,1255618929.31,http://www.codemge.com.br/a-codemge/governanca/,NÃO,NA
Minas Gerais,HABITAÇÃO E URBANIZAÇÃO,COMPANHIA DE HABITAÇÃO DO ESTADO DE MINAS GERAIS - COHAB MINAS,Não Dependente,ATIVA,77986000,0,-70281000,http://www.cohab.mg.gov.br/carta-anual-de-politicas-publicas-e-governanca-corporativa/,NÃO,NA
Minas Gerais,SANEAMENTO,COPASA SERVIÇOS DE SANEAMENTO INTEGRADO DO NORTE E NORDESTE DE MINAS GERAIS S/A - COPANOR,Não Dependente,ATIVA,0,36494964.81,-12690632.5,https://api.mziq.com/mzfilemanager/v2/d/8bdb3906-0618-4e78-bbe3-a0be9f02d8cc/5fc9954c-d988-0c13-89a7-67662f43a84c?origin=2.,NÃO,NA
Minas Gerais,SANEAMENTO,COMPANHIA DE SANEAMENTO DE MINAS GERAIS - COPASA MG,Não Dependente,ATIVA,1702553758.97,997973329.24,537587197.58,https://api.mziq.com/mzfilemanager/v2/d/8bdb3906-0618-4e78-bbe3-a0be9f02d8cc/5fc9954c-d988-0c13-89a7-67662f43a84c?origin=2.,NÃO,NA
Minas Gerais,GESTÃO DE ATIVOS,MINAS GERAIS PARTICIPAÇÕES S.A. - MGI,Não Dependente,ATIVA,1224992629.8,0,83460222.77,https://www.mgipart.com.br/governanca/PoliticasPublicasEGovernancas,NÃO,NA
Minas Gerais,OUTROS,MINAS GERAIS ADMINISTRAÇÃO E SERVIÇOS S.A. - MGS,Não Dependente,ATIVA,91396104.12,197435,46047795.65,https://www.mgs.srv.br/detalhe-da-materia/info/cartas-anuais/16767,NÃO,NA
Minas Gerais,TRANSPORTE,TREM METROPOLITANO DE BELO HORIZONTE S.A - METROMINAS,Não Dependente,ATIVA,2365310,0,-1029760,nan,NÃO,NA
Minas Gerais,INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO,COMPANHIA DE TECNOLOGIA DA INFORMAÇÃO DO ESTADO DE MINAS GERAIS - PRODEMGE,Não Dependente,ATIVA,96481395,11568150,33014592,https://www.prodemge.gov.br/governanca/carta-anual,NÃO,NA
Paraná,SAÚDE,Instituto de Tecnologia do Paraná - TECPAR,Não Dependente,ATIVA,0,592290.74,-72873090.19,nan,NÃO,NA
Paraná,SANEAMENTO,Companhia de Saneamento do Estado do Paraná - SANEPAR,Não Dependente,ATIVA,4000000000,1320162486.26,1177630689.25,https://ri.sanepar.com.br/governanca-corporativa/praticas-de-governanca-corporativa/,NÃO,NA
Paraná,FINANCEIRO,Agência de Fomento do Paraná S/A,Não Dependente,ATIVA,1646774000,112170.5,81340678.69,https://www.fomento.pr.gov.br/sites/default/arquivos_restritos/files/documento/2021-07/carta_anual_de_governanca_-_2019-2020.pdf,NÃO,NA
Paraná,TRANSPORTE,Estrada de Ferro Paraná Oeste S/A,Não Dependente,ATIVA,406813516.67,0,20783426.19,nan,NÃO,NA
Paraná,ENERGIA,Companhia Paranaense de Energia - COPEL,Não Dependente,ATIVA,10800000000,6567918,5048599696.83,https://api.mziq.com/mzfilemanager/v2/d/16a31b1b-5ecd-4214-a2e0-308a2393e330/5ff091e2-9b89-f72d-27ac-e15f2fd93356?origin=1,NÃO,NA
Paraná,INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO,Companhia de Tecnologia da INformação e Comunicação do Paraná - CELEPAR,Não Dependente,ATIVA,100000000,22448493,19333199,nan,NÃO,NA
Paraná,ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS,Centrais de Abastecimento do Paraná S/A - CEASA,Não Dependente,ATIVA,30830825,8175765.59,7653120.3,nan,NÃO,NA
Paraná,PORTOS E HIDROVIAS,Administração dos Portos de Paranaguá e Antonina - APPA,Não Dependente,ATIVA,1086443861.38,105899864.55,25476000,nan,NÃO,NA
Paraíba,GÁS E DERIVADOS,Companhia Paraibana de Gás,Não Dependente,ATIVA,58028275.38,9137742,6858891,https://pbgas.com.br/portal-da-transparencia/,NÃO,NA
Paraíba,SANEAMENTO,Companhia de Água e Esgotos da Paraíba,Não Dependente,ATIVA,906938000,86164942.69,172265000,https://www.cagepa.pb.gov.br/carta-anual/,NÃO,NA
Paraíba,INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO,Companhia de Processamento de Dados da Paraíba,Não Dependente,ATIVA,68623051.19,1275105.27,-3805861.95,nan,NÃO,NA
Paraíba,PORTOS E HIDROVIAS,Companhia Docas da Paraíba,Não Dependente,ATIVA,1085137,0,65851,nan,NÃO,NA
Pará,FINANCEIRO,BANCO DO ESTADO DO PARÁ,Não Dependente,ATIVA,1472778726.04,25904916.38,241285177.62,nan,NÃO,NA
Pará,DESENVOLVIMENTO REGIONAL,COMP. ADM. DA ZONA DE PROCESSAMNETO DE EXP. DE BARCARENA,Não Dependente,ATIVA,28487875,0,36032.5,nan,NÃO,NA
Pará,SANEAMENTO,COMPANHIA DE SANEAMENTO DO PARÁ,Não Dependente,ATIVA,2300000000,173949225.55,125653656.77,WWW.COSANPA.PA.GOV.BR,NÃO,NA
Pará,GÁS E DERIVADOS,COMPANHIA DE GÁS DO PARÁ,Não Dependente,ATIVA,382500,1013769,2895,https://gasdopara.com.br/transparencia-publica/carta-anual-de-governanca,NÃO,NA
Pernambuco,DESENVOLVIMENTO REGIONAL,AGENCIA DE DESENVOLVIMENTO ECONÔMICO DE PERNAMBUCO S/A - ADEPE,Não Dependente,ATIVA,35862477,0,17798389.44,https://www.addiper.pe.gov.br/wp-content/uploads/2022/04/Carta-Anual-de-Pol%c3%adticas-P%c3%bablicas-e-Governan%c3%a7a-Corporativa-2022.pdf,NÃO,NA
Pernambuco,FINANCEIRO,AGENCIA DE FOMENTO DO ESTADO DE PERNAMBUCO S.A. - AGE,Não Dependente,ATIVA,78310010,0,-4070246.74,http://www.age.pe.gov.br/governancacorporativa,NÃO,NA
Pernambuco,COMUNICAÇÃO,COMPANHIA EDITORA DE PERNAMBUCO - CEPE,Não Dependente,ATIVA,66570000,276507.44,-116528,https://www.cepe.com.br/uploads/2022/04/29/626bdc542401a.carta-anual-de-polticas-pblicas-e-governana-corporativa-2021.pdf,NÃO,NA
Pernambuco,SANEAMENTO,COMPANHIA PERNAMBUCANA DE SANEAMENTO - COMPESA,Não Dependente,ATIVA,6491120232.93,632718830.9,246917084.3,https://servicos.compesa.com.br/wp-content/uploads/2022/04/Carta-Anual-de-Politicas-Publicas-e-Governanca-Corporativa_2022.pdf,NÃO,NA
Pernambuco,GÁS E DERIVADOS,COMPANHIA PERNAMBUCANA DE GÁS - COPERGÁS,Não Dependente,ATIVA,220527578.6,57320184.43,194912505.28,https://www.copergas.com.br/wp-content/uploads/2018/07/Carta-Anual-de-Pol--ticas-P--blicas-e-Governan--a-Corporativa-2022.pdf,NÃO,NA
Pernambuco,SAÚDE,LABORATÓRIO FARMACÊUTICO DO ESTADO DE PE GOV. MIGUEL ARRAES S/A - LAFEPE,Não Dependente,ATIVA,87989242,7806289,40980847,https://www.lafepe.pe.gov.br/wp-content/uploads/2022/04/CARTA-ANUAL-DE-POLITICAS-PUBLICAS-E-GOVERNANCA-CORPORATIVA-EXERCICIO-2021_FINALIZADO.pdf,NÃO,NA
Pernambuco,PORTOS E HIDROVIAS,PORTO DO RECIFE S/A,Não Dependente,ATIVA,201362946,135757.52,-19855930.66,https://www.portodorecife.pe.gov.br/images/galeria/paginas/zljb-2021__carta_anual_de_politicas_publicas_e_governanca_corpotativa.pdf,NÃO,NA
Pernambuco,PORTOS E HIDROVIAS,SUAPE - COMPLEXO INDUSTRIAL PORTUARIO GOVERNADOR ERALDO GUEIROS,Não Dependente,ATIVA,1583078289.42,71218903.58,64808508.57,https://www.suape.pe.gov.br/images/institucional/lei-13303/Carta-Anual-de-Politicas-Publicas-_Compromissos_-e-Governanca-Coporativa_1_1.pdf,NÃO,NA
Piauí,FINANCEIRO,Agência de Fomento e Desenvolvimento do Estado do Piauí S.A - PIAUÍ FOMENTO,Não Dependente,ATIVA,40807560,30155000,-1314979.23,http://www.fomento.pi.gov.br/cartaanual/,NÃO,NA
Piauí,SANEAMENTO,ÁGUAS E ESGOTOS DO PIAUÍ SA,Não Dependente,ATIVA,621910776,15064000.37,-143908859.35,nan,SIM,subvenções
Piauí,DESENVOLVIMENTO REGIONAL,COMPANHIA ADMINISTRADORA DA ZONA DE PROCESSAMENTO DE EXPORTAÇÃO DE PARNAÍBA-PI S/A,Não Dependente,ATIVA,20770626.71,9873903.72,-4686649.51,nan,NÃO,NA
Piauí,GÁS E DERIVADOS,COMPANHIA DE GÁS DO PIAUI - GASPISA,Não Dependente,ATIVA,3124432,13119.9,-7755.33,nan,NÃO,NA
Rio Grande do Norte,SANEAMENTO,COMPANHIA DE AGUAS E ESGOTOS DO RIO GRANDE DO NORTE,Não Dependente,ATIVA,1396762510.4,131489129.9,58032974.94,https://caern.com.br/#/carta-de-servicos,NÃO,NA
Rio Grande do Norte,FINANCEIRO,AGENCIA DE FOMENTO DO RIO GRANDE DO NORTE S/A,Não Dependente,ATIVA,49142782,53809,2081948,http://www.adcon.rn.gov.br/ACERVO/agn/DOC/DOC000000000270820.PDF,NÃO,NA
Rio Grande do Norte,GÁS E DERIVADOS,COMPANHIA POTIGUAR DE GÁS,Não Dependente,ATIVA,57012127.88,7769994.02,15857565.39,nan,NÃO,NA
Rio Grande do Norte,GESTÃO DE ATIVOS,Empresa Gestora de Ativos - EMGERN,Não Dependente,ATIVA,0,0,0,http://www.adcon.rn.gov.br/ACERVO/EMGERN/DOC/DOC000000000274950.PDF,NÃO,NA
Rio Grande do Sul,INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO,Companhia de Processamento de Dados do Estado do RS - PROCERGS,Não Dependente,ATIVA,115319287.84,0,28602866.12,https://www.procergs.rs.gov.br/carta-de-governanca-corporativa,NÃO,NA
Rio Grande do Sul,GESTÃO DE ATIVOS,Caixa de Administração da Dívida Pública Estadual - CADIP,Não Dependente,ATIVA,210200000,0,-149000,http://www.cadip.rs.gov.br/lista/631/carta-anual-de-governanca-corporativa,NÃO,NA
Rio Grande do Sul,MINERAÇÃO,Companhia Riograndense de Mineração - CRM,Não Dependente,ATIVA,289465153.33,0,-14128463.83,https://www.crm.rs.gov.br/documentos-institucionais,NÃO,NA
Rio Grande do Sul,SANEAMENTO,Companhia Riograndense de Saneamento - CORSAN,Não Dependente,ATIVA,1878540000,791000,350469000,https://www.corsan.com.br/carta-anual,NÃO,NA
Rio Grande do Sul,ENERGIA,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,Não Dependente,ATIVA,386975695.47,2581071078.42,209632699.99,nan,NÃO,NA
Rio Grande do Sul,FINANCEIRO,Banco do Estado do Rio Grande do Sul - BANRISUL,Não Dependente,ATIVA,5200000000,2256357000,948535000,https://ri.banrisul.com.br/governanca-corporativa/carta-anual-de-governanca-corporativa-2/,NÃO,NA
Rio Grande do Sul,FINANCEIRO,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Não Dependente,ATIVA,756343000,401000,21119000,https://www.badesul.com.br/transparencia,NÃO,NA
Rio Grande do Sul,GÁS E DERIVADOS,Companhia de Gás do Estado RGS - SULGÁS,Não Dependente,ATIVA,0,2000,72657000,https://www.sulgas.com.vc/apresentacao,NÃO,NA
Rio Grande do Sul,ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS,Centrais de Abastecimento do Rio Grande do Sul - CEASA,Não Dependente,ATIVA,21877617.98,23543.15,1109393.52,http://ceasa.rs.gov.br/portal-transparencia/,NÃO,NA
Rio Grande do Sul,TRANSPORTE,Empresa Gaúcha de Rodovias - EGR,Não Dependente,ATIVA,43583815.59,0,1300,nan,NÃO,NA
Rio Grande do Sul,ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS,Companhia Estadual de Silos e Armazéns - CESA,Não Dependente,EM LIQUIDAÇÃO,193337426.29,8934.22,48256301.99,nan,NÃO,NA
Rio Grande do Sul,ENERGIA,Companhia Estadual de Energia Elétrica Participações - CEEE-Par,Não Dependente,ATIVA,319771069.17,1946398412.88,907381400.07,nan,NÃO,NA
Rio de Janeiro,FINANCEIRO,AGÊNCIA DE FOMENTO DO ESTADO DO RJ AS,Não Dependente,ATIVA,479504097.72,72132,34470053.9,nan,NÃO,NA
